"Number","Significant_Frequency","Period_Years","Period_days"
40,728.537074148297,6.01204819277108,2194.39759036145
40,1097.19438877755,3.992,1457.08
40,1461.4629258517,2.996996996997,1093.9039039039
40,1825.73146292585,2.39903846153846,875.649038461539
41,364.268537074148,12.0240963855422,4388.79518072289
41,728.537074148297,6.01204819277108,2194.39759036145
41,1097.19438877755,3.992,1457.08
41,1461.4629258517,2.996996996997,1093.9039039039
41,1825.73146292585,2.39903846153846,875.649038461539
42,364.268537074148,12.0240963855422,4388.79518072289
42,728.537074148297,6.01204819277108,2194.39759036145
42,1097.19438877755,3.992,1457.08
42,1461.4629258517,2.996996996997,1093.9039039039
42,1825.73146292585,2.39903846153846,875.649038461539
43,364.268537074148,12.0240963855422,4388.79518072289
43,728.537074148297,6.01204819277108,2194.39759036145
43,1097.19438877755,3.992,1457.08
43,1461.4629258517,2.996996996997,1093.9039039039
43,1825.73146292585,2.39903846153846,875.649038461539
44,364.268537074148,12.0240963855422,4388.79518072289
44,728.537074148297,6.01204819277108,2194.39759036145
44,1092.80561122244,4.00803212851406,1462.93172690763
44,1461.4629258517,2.996996996997,1093.9039039039
44,1825.73146292585,2.39903846153846,875.649038461539
45,364.268537074148,12.0240963855422,4388.79518072289
45,728.537074148297,6.01204819277108,2194.39759036145
45,1092.80561122244,4.00803212851406,1462.93172690763
45,1461.4629258517,2.996996996997,1093.9039039039
45,1825.73146292585,2.39903846153846,875.649038461539
46,364.268537074148,12.0240963855422,4388.79518072289
46,728.537074148297,6.01204819277108,2194.39759036145
46,1092.80561122244,4.00803212851406,1462.93172690763
46,1461.4629258517,2.996996996997,1093.9039039039
46,1825.73146292585,2.39903846153846,875.649038461539
47,364.268537074148,12.0240963855422,4388.79518072289
47,728.537074148297,6.01204819277108,2194.39759036145
47,1092.80561122244,4.00803212851406,1462.93172690763
47,1461.4629258517,2.996996996997,1093.9039039039
47,1825.73146292585,2.39903846153846,875.649038461539
48,364.268537074148,12.0240963855422,4388.79518072289
48,728.537074148297,6.01204819277108,2194.39759036145
48,1097.19438877755,3.992,1457.08
48,1461.4629258517,2.996996996997,1093.9039039039
48,1825.73146292585,2.39903846153846,875.649038461539
49,364.268537074148,12.0240963855422,4388.79518072289
49,728.537074148297,6.01204819277108,2194.39759036145
49,1097.19438877755,3.992,1457.08
49,1461.4629258517,2.996996996997,1093.9039039039
49,1825.73146292585,2.39903846153846,875.649038461539
50,364.268537074148,12.0240963855422,4388.79518072289
50,728.537074148297,6.01204819277108,2194.39759036145
50,1097.19438877755,3.992,1457.08
50,1461.4629258517,2.996996996997,1093.9039039039
50,1825.73146292585,2.39903846153846,875.649038461539
51,364.268537074148,12.0240963855422,4388.79518072289
51,728.537074148297,6.01204819277108,2194.39759036145
51,1097.19438877755,3.992,1457.08
51,1461.4629258517,2.996996996997,1093.9039039039
51,1825.73146292585,2.39903846153846,875.649038461539
52,364.268537074148,12.0240963855422,4388.79518072289
52,728.537074148297,6.01204819277108,2194.39759036145
52,1097.19438877755,3.992,1457.08
52,1461.4629258517,2.996996996997,1093.9039039039
52,1825.73146292585,2.39903846153846,875.649038461539
53,364.268537074148,12.0240963855422,4388.79518072289
53,728.537074148297,6.01204819277108,2194.39759036145
53,1092.80561122244,4.00803212851406,1462.93172690763
53,1461.4629258517,2.996996996997,1093.9039039039
53,1825.73146292585,2.39903846153846,875.649038461539
54,364.268537074148,12.0240963855422,4388.79518072289
54,728.537074148297,6.01204819277108,2194.39759036145
54,1092.80561122244,4.00803212851406,1462.93172690763
54,1461.4629258517,2.996996996997,1093.9039039039
54,1825.73146292585,2.39903846153846,875.649038461539
55,364.268537074148,12.0240963855422,4388.79518072289
55,728.537074148297,6.01204819277108,2194.39759036145
55,1092.80561122244,4.00803212851406,1462.93172690763
